Sat	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	
9/6/2022	418,23	432,94	436,02	419,38	408,2	444,25	563,31	575	624	565,75	552,59	547,15	549,88	544,06	548,75	580,78	607,04	605,54	613,48	719,77	664,57	554,88	576	530,44	
9/5/2022	299	244,93	246,95	222,78	159,04	363,29	476,6	502,22	544,02	566,79	485,02	472,16	471,27	436,09	449,42	480,99	497,57	556,26	615,57	625	579,04	530,4	521,43	429,13	
9/4/2022	215,97	203,1	239,87	254,47	279,55	274,32	210,56	249,59	201,63	218,38	330,24	378,97	337,65	371,39	353,7	347,55	314,51	354,05	459,12	462,43	485,26	453,87	402,38	358,12	
9/3/2022	274,3	235,62	218,19	211,43	225,67	148,09	162,33	321,79	328,34	308,25	312,1	290,64	171,72	135,8	163,39	250,1	258,77	342,72	370,4	405,35	427,57	378,23	334,63	322,78	
9/2/2022	417,31	370,84	360,34	344,14	378,49	423,82	553,11	572,35	583,85	512,11	574,7	611,01	617,71	587,47	574,27	530,35	471,44	540,7	520,14	585,78	528,94	471,81	479,7	363,79	
9/1/2022	489,7	463,91	465,52	470,39	464,37	497,63	632,22	669,88	820,66	619,81	633,3	602,64	618,45	518,95	584,55	587,6	632,59	636,34	641,8	663,79	651,84	587,27	527,15	457,29	
8/31/2022	563,51	518,73	499,72	481,72	457,32	546	627,53	735	706,6	748,57	712,67	700,69	671,28	727,51	723,17	729,96	749,27	742,54	709,38	691,55	742,9	709,48	648,34	331,03	
8/30/2022	592,35	561,96	550,65	556,46	568,2	576,75	727	760,38	764,89	718,89	748,68	716,44	740,19	738,59	731,13	752,23	755,67	749,83	804,92	870,71	851,91	781,75	650,08	617,69	
8/29/2022	601,3	546,63	438,19	497,38	448,33	508,31	619,02	746,83	756,33	771,99	656,26	680,75	697,77	701,86	738,1	746,56	794,47	710,55	791,41	858,63	821,95	780,57	718,22	704,02	
8/28/2022	584,65	390,13	356,4	247,78	314,56	292,49	426	444,87	388,32	247,69	290,17	322,52	483,51	368,52	232,52	513,51	533,09	566,31	656,66	715,37	724,47	669,68	639,68	558,82	
8/27/2022	728,88	696,7	652,17	690,33	588,76	591,98	675,55	747,65	700,85	691,52	696,87	557,05	671,96	635	664,3	632,71	653,22	693,91	785,53	796,45	746,38	741,16	699,44	631,38	
8/26/2022	609,95	574,16	571,24	570,08	591,79	625,43	764,04	771,76	802,36	830,46	884,87	804,24	763,17	743,2	716,2	754,99	771,14	775,49	783,51	844,64	842,44	860,75	793,07	750,82	
8/25/2022	476,6	525,32	567,81	553,96	552,13	548,2	639,27	691,84	719,05	642,27	677,91	613,05	595,7	619,25	615,97	612,42	650,64	755,99	728,46	815,86	786,79	823,17	719,96	654,89	
8/24/2022	564,31	555,64	557,57	535,68	520,4	551,13	613,47	681,63	659,75	611,69	582,9	562	553,71	542,11	548,29	571,84	571,18	674,63	748,2	817,44	740,57	650,23	688,43	568,74	
8/23/2022	434,42	516,93	505,5	503,48	510,82	526,35	637,49	683,31	697,69	640,58	622,08	631,06	613,82	608	591,26	579,69	599,52	648,13	717,06	752,59	762,66	702,93	643,52	514,46	
8/22/2022	514,9	474,85	440,75	437,97	435,07	493,9	535,47	599,81	674,84	625,15	591,9	597,66	526,2	492,44	523,14	540,98	532,64	598,46	630,5	653,51	668,17	575,64	563,43	513,47	
8/21/2022	383,85	344,83	282,29	281,58	273,78	304,6	320,33	365,59	346,06	315,47	268,69	347,84	377,45	285,75	242,88	271,86	262,39	394,51	492,74	568,82	638,89	622,55	617,72	570,24	
8/20/2022	561,09	512,41	493,44	463,93	451,51	452,2	466,46	472,1	528,04	540,42	509,94	476,49	532,58	454,82	474,23	490,85	483,64	457,18	484,86	527,19	534,61	499,37	513,78	493,5	
8/19/2022	-	501,23	456,57	438,61	450,57	461,03	499,05	559,76	577,34	586,72	577,62	575,72	559,77	556,03	510,91	508,87	510,91	531,76	549,87	569,38	573,92	555,19	543,14	509,59	
8/18/2022	526,07	500,47	482,63	481,1	456,46	437,24	486,41	597,41	614,5	620,05	577,56	558,64	542,4	533,59	518,27	516,58	561,6	601,53	681,54	660,78	645,58	621,64	558,32	519,38	
8/17/2022	547,36	476,24	497,05	487,18	481,35	536,03	568,5	630	612,5	581,05	583,56	577,72	587,48	604,59	514,19	551,24	584,34	611,69	711,75	762,9	763,63	611,38	568,72	554,04	
8/16/2022	489,99	446,87	476,6	433,49	442,86	452,67	497	514,68	521,24	482,49	461,34	456,21	480,52	452,51	457,53	476,54	506,02	584,01	581,41	760,17	777,08	687,43	601,86	529,78	
8/15/2022	407,32	395,53	403,31	433,14	378	383,46	408,56	444,32	478,07	458,92	436,7	415,59	402,48	233,1	300,98	376,67	421,29	441,41	496,12	530,48	555,15	530,2	541,26	556,28	
8/14/2022	417,14	385,96	371,13	353,57	352,33	354,43	360,17	368,09	391,71	363,23	339,83	327,22	359,34	329,77	316,6	319,96	357,74	388,93	465,01	502,79	527,54	470,61	504,49	479,31	
8/13/2022	430,46	405,22	377,08	350,76	338,29	380,96	375,89	395	414,42	404,43	380,36	406,88	399,17	332,81	297,35	342,48	339,64	382,38	457,53	497,57	506,46	470,98	452,82	351,37	
8/12/2022	431,88	416,92	391,68	364,54	386,65	401,79	455,93	486,47	490,26	450,6	390,99	365,92	283,37	284,49	236,51	206,63	226,21	277,22	386,98	457,73	468,97	447,75	420,67	382,51	
8/11/2022	332,01	280,33	315,33	296,61	277,67	336,94	440,75	487,04	468,59	409,12	349,72	425,25	372,34	397,68	456	489,81	488,28	498,37	482,74	511,68	514,9	437,77	437,39	416,61	
8/10/2022	304,98	258,16	282,08	282,34	238,56	282,85	331,53	428,6	393,08	360,37	297,32	307,76	300,1	330,05	302,87	310,33	331,8	390,34	424,04	412,79	421,45	413,58	410,07	342,27	
8/9/2022	363,29	295,56	292,49	291,58	306,98	316,55	382,23	420,76	396,47	367,2	270,04	293,31	244,25	266,44	269,8	304,25	305,23	343,12	402,69	444,64	445,79	353,14	399,95	347,15	
8/8/2022	270,22	248,21	251,35	250,37	230,42	232,67	365,54	375,08	422,67	358,2	384,25	384,35	354,25	379,58	470	429,99	324,89	250,05	415,87	448,33	464,44	403,29	423,67	385,08	
8/7/2022	229,25	194,55	190,11	186,82	176,91	202,01	173,78	199,52	172,94	142,73	116,75	109	124,6	127,22	129,72	122,47	111,25	185,22	294,46	372,16	417,69	410,55	398,16	345,53	
8/6/2022	332,62	317,47	313,9	292,48	209,8	278,06	280,3	308,31	298,13	296,02	315,16	374,21	327,32	401,05	417,04	439,85	421,31	343,38	408,04	379,56	413,13	382,47	349,72	317,07	
8/5/2022	434	362,8	333,37	334,25	340,69	387,93	442,2	483,38	615,43	462,09	480	392,14	445,65	408,37	424,66	455,02	415,77	496,01	482,62	498,67	466,05	485,74	495,19	382,26	
8/4/2022	468,12	402,76	374,36	349,95	350,67	372,47	447,02	488,02	461,92	454,6	351,9	429,87	394,13	419,68	393,82	401,25	438,45	404,44	507,96	516,05	506,22	517,88	470,35	470,59	
8/3/2022	272,13	274,99	248,17	228,91	170,39	233,72	344,55	436,01	376,03	381,71	328,57	258,48	259,68	302,17	236,75	323,45	373,63	301,72	508,97	487,07	613,06	605,49	519,42	489,45	
8/2/2022	414,69	373,39	361,11	356,37	347,85	264,41	433,06	471,77	468,3	347,39	331,44	391,03	412,97	387	409,97	409,14	425,97	438,31	424,74	495,41	511,56	512,17	460,33	408,34	
8/1/2022	404,52	345,39	326,02	316,14	328,07	338,06	417,48	452,58	460,15	449,3	439,56	418,29	402,53	395,84	380,31	409,16	395,72	448,67	433,2	514,1	522,44	511,09	523,59	437,6	
7/31/2022	401,53	322,14	269,95	281,72	250,36	221,66	215,67	232,06	290,06	305,77	267,9	243,28	299,89	263,47	175,08	190,66	205,95	241,1	360,78	419,35	438,33	466,64	475,71	436,2	
7/30/2022	423,21	420,07	414,27	410,58	388,99	388,36	402,66	402,52	411,9	382,62	373,19	355,35	356,53	319,84	329,66	253,56	212,36	363,16	414,19	439,26	464,38	464,8	448,53	416,18	
7/29/2022	400,81	407,78	377,02	364,22	373,42	407,88	427,69	383,77	517	488,46	494,93	468,5	504,57	492,65	476,48	500,57	496,61	546,21	533,75	501,54	502,78	533,31	505,9	464,08	
7/28/2022	337,89	403,84	397,14	359,29	387,39	357,31	472,46	513,99	487,01	459,88	441,8	445,22	465,89	465,26	471,08	385,06	531,83	548,18	631,02	618,68	604,01	585,08	499,45	461,95	
7/27/2022	402,34	390,59	375,56	367,25	367,56	329,17	445,22	525,04	602,44	499,28	533,5	524,21	522,32	438,02	442,28	438,98	475,13	470,94	484,87	506,21	527,17	485,23	429,99	454,42	
7/26/2022	397,65	434,24	364,86	331,46	329,94	403,43	427,2	451,21	331,81	388,04	487,27	471,96	440,79	503,24	508,41	625,12	626,9	587,54	557,35	545,78	554,46	507,01	462,78	443,54	
7/25/2022	360,52	302,91	278,68	259,97	262,6	285,43	378,06	431,02	450,93	440,49	440,84	510,08	537,85	461,93	453,87	571,86	678,39	719,14	711,3	748,81	772,03	699,77	629,65	461,5	
7/24/2022	416,37	377,79	359,34	324,42	312,96	295,79	277,41	319,94	221,72	261,8	263,99	241,69	226,87	214,11	213,97	219,71	277,89	319,79	396,79	437,25	454,32	443,63	433,54	402,65	
7/23/2022	481,15	349,38	459,4	372,51	335,89	356,07	342,27	402,08	373,01	358,23	354,07	372,04	366,52	373,61	413,39	460,36	562,17	523,61	576,1	618,05	726,66	450,77	587,78	509,68	
7/22/2022	481,15	349,38	459,4	372,51	335,89	356,07	342,27	402,08	373,01	358,23	354,07	372,04	366,52	373,61	413,39	460,36	562,17	523,61	576,1	618,05	726,66	450,77	587,78	509,68	
7/21/2022	455,52	365,37	335,95	314,68	338,91	336,54	400,59	466,6	472,58	484,59	458,64	433,29	426,98	437,97	559,77	575,69	539,57	601,32	692,46	657,31	629,32	633,57	604,01	519,24	
7/20/2022	337,9	293,76	283,42	286,13	281,36	257,01	440,17	460,77	408,86	375,76	404,71	411,45	445,47	461,87	485,45	495,23	583,77	501,66	526,94	635,24	697	633,64	530,58	500,68	
7/19/2022	374,81	366,73	363,55	350,04	324,44	332,12	432,43	462,16	460,84	412,61	403,01	445,04	436,21	435,65	398,91	450,89	550,03	586,01	540,42	596,82	611,07	521	526,5	384,76	
7/18/2022	383,43	332,43	344,87	317,27	320,56	316,35	381,03	406,2	398,96	368,64	354,58	270,84	414,54	451,37	459,26	413,58	428,2	464,79	489,99	716,83	735,96	649,46	623,42	490,6	
7/17/2022	295,51	240,5	170,6	161,94	150,64	181,51	196,56	182,8	171,19	119,09	106,04	77,86	100,13	82,93	86,71	71,02	133,15	171,6	342,46	443,36	461,48	450,76	448,92	423,97	
7/16/2022	360,56	355,54	318,07	267,91	240,9	215,13	261,69	261,09	244,33	266,48	225,79	229,76	243,88	202,89	189,49	225,78	239,76	234,85	328,96	317,8	362,68	349,45	330,42	254,47	
7/15/2022	387,07	278,28	321,58	321,23	312,82	317,06	415,53	463,27	415,49	399,5	421,77	420,45	399,1	393,3	394,02	395,48	378,97	414,05	433,44	446,31	441,03	431,15	422,81	368,51	
7/14/2022	373,73	361,5	345,8	327,5	336,78	373,95	396,09	381,07	440,29	413,05	369,17	374,56	430,19	438,85	358,66	401,46	408,33	422,67	481,59	431,33	441,71	429,49	433,08	405,39	
7/13/2022	424,6	374,73	327,3	291,65	318,68	333,72	430,92	-	536,55	434,85	410,38	359,34	301,44	328,72	315,23	321,85	322,8	425,83	402,61	462,47	482,46	478,23	478,72	369,71	
7/12/2022	417,04	383,8	360,23	351,39	346,59	368,64	433	465,34	472,17	439,58	279,22	383,48	391,4	370,8	358,56	358,13	427,93	432,25	473,17	557,7	586,73	557,67	510,86	435,79	
7/11/2022	338,08	292,79	277,81	253,24	257,88	283,34	398,29	427,03	438,08	412,34	401,53	397,46	398,51	383,12	364,71	379,08	377,66	393,36	432,17	477,8	487,24	464,87	460,14	425,73	
7/10/2022	84,5	74,75	78,96	70,94	64,4	71,75	43,14	62,24	60,52	69,05	59,92	71,92	98,61	101,87	109,88	112,98	117,84	138,08	263,51	301,44	355,24	371,61	385,75	360,87	
7/9/2022	339,45	292,8	156,43	120,64	108,59	124,86	214,08	141,25	316,88	123,26	120,36	114,3	70,6	69,97	53,99	49,23	77,67	130,39	126,33	96,55	198,19	188,09	163,9	107,45	
7/8/2022	281,07	255,34	282,4	251,59	259,15	293,62	376,46	447,79	424,49	360,12	347,87	282,3	263,76	235,53	230,75	218,64	234,31	296,84	281,61	317,17	350	426,05	387,8	322,5	
7/7/2022	345	207,56	226,91	216,51	209,29	257,26	378,37	372,54	371,84	373,99	375,39	434,82	461,96	477,23	465,72	481,97	451,75	441,16	433,36	416,25	430,56	393,31	373,42	415,84	
7/6/2022	395,21	319,08	307,7	295,71	298,55	315,14	-	416,88	457,16	360,18	307,03	302,24	363,16	353,84	380,22	378,34	427,26	388,6	419,16	408,58	411,96	398,27	403,17	362,19	
7/5/2022	376,55	325,96	305,92	292,71	317,01	328,94	372,38	404,63	433,45	384,61	371,18	384,02	364,88	352,23	349,44	429,23	410,52	353,97	397,28	416,65	432,26	402,83	413,01	365,19	
7/4/2022	308,68	243,64	250,13	226,36	218,03	255,25	351,51	381,12	414,55	374,35	400,96	375,52	393,21	518,13	510,95	512,92	463,42	438,02	448,76	450,4	460,97	462,11	446,17	390,63	
7/3/2022	255,3	178,45	175,16	175,93	184,99	138,89	128,01	227,68	212,71	170,25	126,83	129,51	153,06	188,98	187,95	181,1	139,99	214,23	262,16	334,87	320,14	340,72	361,72	300,24	
7/2/2022	326,25	268,17	270,96	277,85	256,02	187,24	214,84	235,38	198,09	160,03	172,68	167,54	184,1	175,69	165,11	242,93	251,72	243,17	270,6	322,39	342,39	332,64	312,82	284,1	
7/1/2022	353,14	300,17	301,07	306,87	321,62	303,08	344,53	374,69	388,77	379,94	356,68	354,44	353,35	345,67	357,77	395,55	394,45	410,96	369,41	369,7	434,82	461,5	379,73	375,9	
6/30/2022	332,07	286,7	263,56	260,6	264,35	273,62	340,85	376	384,58	366,53	358,55	374,27	367,51	364,83	358,78	350,73	372,62	480,38	485,25	496,56	454,6	396,17	382,74	336,47	
6/29/2022	301,87	313,01	246,26	248,35	257,22	259,15	299,93	330,82	364,62	354,39	357,49	352,39	327,46	325,43	337,86	354,14	344,27	342,09	379,68	426,94	417,74	382,24	351,98	305,15	
6/28/2022	303,05	287,58	281,44	259,47	266,01	267,72	407,83	350	367,75	379,87	381,28	323,44	374,51	430,55	384,35	391,88	375,77	372,19	429,37	473,54	429,96	415,29	373,63	349,36	
6/27/2022	303,05	287,58	281,44	259,47	266,01	267,72	407,83	350	367,75	379,87	381,28	323,44	374,51	430,55	384,35	391,88	375,77	372,19	429,37	473,54	429,96	415,29	373,63	349,36	
6/26/2022	287,94	236,4	238,71	234,38	233,77	215,1	212,2	208,81	240,4	221,22	213,25	219,69	223,73	221,33	224,51	216	271,75	331,57	361,1	395,53	372,55	414,89	370,17	352,26	
6/25/2022	286,02	263,53	215,61	221,2	208,33	211,14	233,28	251,77	269,26	276,25	234,16	250,67	250,61	250,72	263,63	256,15	279,72	288,45	286,02	299,07	321,04	328,12	322,92	310,12	
6/24/2022	250	210,79	216,53	210,52	135,43	226,2	226,46	334,12	311,96	248,38	290,12	318,49	300,2	312,33	290,36	292,36	332,37	329,93	341,45	353,84	343,05	339,17	323,71	307,1	
6/23/2022	306,92	286,85	271,46	260,24	259,96	277,33	316,12	331,62	354,21	382,08	288,61	262,1	434,66	397,54	420,83	377,53	453,72	464,14	410,42	431,97	421,9	382,99	495,23	248,39	
6/22/2022	290,35	290,82	300,05	264,29	278,05	266,07	311,63	433,03	345,45	345,9	288,07	318,48	305,18	319,81	241,29	259,85	295,9	401,04	436,42	435,14	430,49	395,02	401,79	355,73	
6/21/2022	309,69	258,69	250,19	237,09	245,21	252,18	254,86	403,54	356,03	300,94	276,61	265,09	325,11	309,47	265,89	329,58	319,36	317,94	403,08	510,57	533,29	424,48	431,15	406,57	
6/20/2022	273,8	261,68	262,2	283,62	258,88	252,65	305,35	393,07	436,54	452,37	512,34	410,92	328,99	332,87	322,29	371,27	378	400,75	404,89	371,99	350,79	437,07	382,26	346,8	
6/19/2022	223,96	198,47	169,17	140,82	119,65	93,86	110,52	108,19	124,8	98,06	92,6	89,65	64,35	85,69	85,15	119,73	135,97	217,8	268,51	299,88	325,64	313,85	307,99	293,04	
6/18/2022	311,83	237,7	203,35	174,36	161,56	155,35	169,32	184,72	182,4	191,66	199,32	106,52	148,08	144,79	158,94	149,45	214,15	247,66	300,64	330,3	298,85	321,54	280,93	237,41	
6/17/2022	280,56	235,76	185,56	191,99	161,9	205,74	272,11	314,8	307,78	280,65	226,71	226,16	202,28	222,35	190,35	173,79	196,47	179,74	276,47	305,75	340,42	299,31	285,77	284,91	
6/16/2022	251,15	218,26	242,06	216	213,52	215,56	240	260	246,67	213,55	225,38	282,93	213,11	212,18	208,71	235,46	254,88	321,73	324,62	334,41	305,09	330,22	355,92	270,62	
6/15/2022	206,66	189,17	184,64	180,59	180,72	192,99	261,11	244,39	264,8	246,44	243,36	246,39	227,99	233,36	234,53	242,84	244,29	243,57	268,97	327,85	317,09	280,14	272,42	236,46	
6/14/2022	76,99	137,28	124,42	141,69	139,16	158,73	199,45	231,53	217,54	221,4	200,85	184,9	217,88	249	236,56	229,93	247,63	237,84	239,5	309,83	298,35	202,75	256,67	208,82	
6/13/2022	170,92	214,78	200,81	162,28	162,66	174,21	202,77	215,89	218,13	180	234,9	190	203,79	204,79	204,81	230,87	253,6	238,66	283,86	208,89	274,94	227,31	252,57	174,03	
6/12/2022	257,68	204,29	218,39	171,88	220,76	159,95	95,85	138,45	88,55	70,45	73,37	32,59	20,62	19,13	13,97	20,38	39,9	112,5	210,22	183,46	241,01	246,43	256,21	198,42	
6/11/2022	211,47	198,69	187,85	163,65	163,95	160,93	160,71	170,49	31,02	130,44	99,25	156,15	165,66	132,69	170,26	79,12	163,17	107,78	35,61	166,33	223,02	244	264,14	242,87	
6/10/2022	186,53	182,73	176,73	178,81	176,1	176,49	205,73	210,58	242,78	227,6	163,86	210,6	204,83	190,55	179,49	177,69	175,08	189,96	202,46	201,63	201,21	227,93	213,39	205,98	
6/9/2022	186,53	182,73	176,73	178,81	176,1	176,49	205,73	210,58	242,78	227,6	163,86	210,6	204,83	190,55	179,49	177,69	175,08	189,96	202,46	201,63	201,21	227,93	213,39	205,98	
6/8/2022	191,41	171,25	169,26	168,13	171,74	174,1	208,15	237,31	223,59	206,35	233,76	231,33	199,96	230,2	221,71	235,99	269,1	253	284,18	263,3	240,09	221,6	242,21	252,15	
6/7/2022	148,7	121,23	138,65	105,07	127,44	146,57	197,44	216,07	217,27	221,82	210,36	229,58	212,94	198,86	229,73	213,04	214,53	236,55	224,11	246,98	248,04	242,18	208,38	201,83	
6/6/2022	109,55	98,83	90,98	91,05	87,02	83,46	123,43	145,79	185,15	166,08	164,16	172,92	184,25	169,36	147,35	180,92	172,1	191,21	185,21	211,07	243,09	220,1	200,17	180,7	
6/5/2022	172,36	160,68	151,52	137,41	146,66	138,92	138,15	155,45	158,53	155,77	155,86	165,99	162,82	163,34	158,39	157,97	168,36	167,54	186,89	191,9	212,41	216,13	176	131,83	
6/4/2022	194,92	185,53	192,91	158,67	172,52	171,57	177,73	202,8	218,18	240,9	210,23	190,76	196,59	172,22	176,09	186,96	212,9	215,55	222,42	250,2	321,37	295,83	222,23	183,76	
6/3/2022	200,96	178,04	166,84	166,18	167,02	173,23	204,56	217,27	214,97	178,99	167,33	171,72	200,1	188,06	184,8	181,41	189,35	244,08	274,39	283,41	271,61	228,94	225,91	188,32	
6/2/2022	222,04	204,19	166,66	158,93	162,09	166,07	205,46	219,52	216,34	190,47	175,74	194,29	183,97	169,26	168,81	190,37	190,44	217,73	226,26	246,55	254,15	243,86	238,37	219,61	
6/1/2022	217,04	205,56	190,94	179,77	182,22	186,49	218,8	243,29	247,36	231,75	206,48	209,31	210,44	249,6	214,84	253,66	223,7	233,9	248,1	245,14	269,46	251,6	249,69	198,58	
5/31/2022	203,12	186,43	173,5	173,97	179,23	193,67	228,47	234,67	253	234,25	195,97	187,92	193,93	201,45	199,32	195,84	219,04	217,39	238,05	238,33	264,92	257,07	234,91	213,23	
5/30/2022	191,96	175,23	172,74	169,65	168,17	177,6	218,64	226,47	244,65	239,5	234,08	237,57	229,16	218,11	200,84	215,53	225,65	226,4	234,77	276,98	278,96	254,67	260,61	231,74	
5/29/2022	145,31	137,22	149,62	140,6	138,45	133,91	127,45	145,43	122,24	129,1	140,25	145,3	142,47	133,89	127,17	125,56	130,14	160,3	182,29	202,9	212,4	220,48	226,59	216,11	
5/28/2022	211,21	131,51	133,84	73,13	99,18	58,91	34,09	35,92	22,92	98,64	157,49	133,78	159,62	121,16	80,31	101,64	109,32	62,56	122,05	155,45	179,23	174,25	167,49	135,91	
5/27/2022	227,3	164,55	138,5	162,02	112,21	199,06	218,08	252,51	231,72	222,77	222,41	264,56	212,1	203,33	205,54	157,49	201,67	200,88	239,49	303,11	220,27	226,45	209,27	178,09	
5/26/2022	110,44	83,75	87,04	79,7	92,87	84,36	160,38	228,94	188,79	180,28	163,7	189,26	177,18	184,28	194,69	236,9	208,43	247,63	298,52	321,73	301,81	279,03	226,22	206,95	
5/25/2022	176,75	175,38	173,46	167,71	163,83	167,34	200,09	226,53	229,85	192,9	181,54	171,8	154,52	151,27	168,33	196,33	226,58	177,62	207,66	233,74	241,81	196,58	177,16	154,03	
5/24/2022	170,85	160,43	153,57	160,18	163,46	188,9	214,71	236,32	241,44	252,53	203,89	209,46	203,34	185,87	181,71	144,05	193,59	211,07	208,13	235,64	210,09	230,55	194,75	187,01	
5/23/2022	167,78	160,55	152,85	154,73	162,12	171,71	225,28	225	254,13	225,25	232,69	247,7	234,1	222,78	212,27	219,65	244,81	242,18	242,51	317,36	339,36	266,67	230,01	181,95	
5/22/2022	202,48	192,51	189,89	183,01	176,27	167,09	167,09	162,92	163,39	156,31	135,87	137,8	141,8	110,67	97,58	100,45	132,88	163,99	202,6	218,44	241,93	275,77	220,36	191,04	
5/21/2022	205,65	97,93	88,69	89,24	75,85	92,89	100,34	119,72	152,54	132,56	122,81	131	122,2	82,58	49,5	60,99	70,6	92,3	178,55	250,48	292,45	282,09	232,96	239,05	
5/20/2022	212,86	195,9	185,28	183,1	184,68	203,76	224,29	263,32	250	223,81	203,44	198,66	197,31	191,38	179,03	186,95	181,04	212,15	224,13	224,48	216,99	210,16	186,83	158,18	
5/19/2022	190,45	184,73	178,92	173,82	171,99	176,91	216,2	250,56	272,54	225	197,01	195,18	203,94	178,35	196,91	177,99	205,43	221,99	242,57	288,22	295,27	252,08	245,82	227,75	
5/18/2022	205,45	188,74	175,97	171,42	166,07	177,99	220,12	239,83	234,91	219,28	192,33	175,69	210,57	199,74	166,77	173,53	193,11	218,97	255,34	267,46	281,12	244,06	249,23	198,92	
5/17/2022	214,88	224,52	211,15	187,87	196,92	214,59	243,3	264,51	281,97	250,47	234,32	229,65	217,3	208,28	214,65	217,49	230,71	228,57	245,88	281,23	276,01	245,97	242,55	201,63	
5/16/2022	167,11	162,35	161,78	161,54	165,88	179,78	220,69	259,48	251,37	222,79	211,56	185,27	184,73	198,03	208,27	216,95	224,93	237,61	262,09	355,44	415,9	342,78	248,98	214,22	
5/15/2022	194,25	180,12	171,43	157,47	154,25	155,95	158,96	157,39	151,08	-	99,27	89,84	84,8	50,03	28,73	51,77	72,27	124,08	196,69	213	251,4	291,37	221,39	189,68	
5/14/2022	162,01	141,72	142,67	124,31	146,92	197,56	191,03	198,08	181,42	113,93	92,01	92,26	90,64	69,77	64,23	60,27	81,8	137,11	215,81	250,63	270,89	261,05	217,09	217,02	
5/13/2022	228,85	217,71	195,42	184,57	184,68	227,84	235,77	299,18	255,92	224,12	198,66	180,6	156,73	151,77	160,22	181,96	176,3	169,65	222,19	235,63	244,28	239,14	157,14	152,82	
5/12/2022	172,9	184,86	146,63	154,47	185	196,47	210	-	234,69	211,17	189,84	157,38	161,19	164,2	161,17	190,66	192,28	211,33	267,41	259,78	305,75	280,16	243,69	224,76	
5/11/2022	267,5	215,85	182,99	182,48	183,04	225,44	306,81	300,9	303,35	226,06	177,19	172,4	159,74	124,8	171,36	193,3	184,05	189,03	206,53	271,42	304,94	277,08	223,49	208,73	
5/10/2022	220,2	201,03	197,8	179,89	174,6	209,43	231,81	240,47	236,02	218,29	191,24	174,4	192,4	179,54	184,61	164,35	207,68	207,75	235,82	253,15	341,53	195,43	239,77	256,53	
5/9/2022	204,86	193,54	191,56	187,62	190,11	210,27	234,76	267,71	257,14	218,5	203,38	181,14	183,04	182,38	187,72	239,22	251,56	228,18	257,95	280,03	337,97	271,77	238,44	215,89	
5/8/2022	198,73	188,99	177,61	174,71	177,42	181,17	179,8	181,2	183,23	164,35	140,93	129,59	123,17	101,5	97,32	97,39	119,6	167,8	196,11	239,99	255,68	253,77	232,48	212,11	
5/7/2022	233,11	226,42	221,19	213,22	210,66	217,99	221,59	247,94	237,77	227,27	209,08	198,86	194,54	182,92	177,47	166,54	169,99	196,94	205,57	237,65	244,81	235,24	242,57	191,57	
5/6/2022	220,31	212,84	206,27	199,47	203,54	217,34	253,83	270,51	260,78	247,03	227,9	224,34	226,82	210,42	204,16	248,98	245,16	227,87	250,74	261,65	271,37	263,09	253,36	242,96	
5/5/2022	239,8	217	214,38	210,3	211,97	230,65	243,92	255,81	261,32	250,59	232,24	225,56	222,69	216,31	219,16	221,64	227,27	234,57	269,17	278,14	285,89	270,88	254,59	239,53	
5/4/2022	212,89	203,75	202,4	200,69	201,59	219,1	255,5	290,02	292,37	254,08	223,83	217,07	209,85	204	209,06	206,54	213,14	234,88	273,43	274,86	302,76	269,38	258,01	233,46	
5/3/2022	186,21	183,24	183,23	178,99	179,92	187,51	222,36	260,25	256,89	233,72	181,2	166,8	197,12	185,71	180,65	194,58	204,06	219,01	238,4	266,96	302,8	260,21	251,71	223,23	
5/2/2022	202,01	193,34	189,93	188,87	189,32	202,09	241,13	253,64	243,95	209,58	125,53	143,8	124,91	156,28	101,06	126,88	151,39	214,43	243,05	251,97	238,41	232,51	234,46	209,6	
5/1/2022	206,96	195,32	195,11	192,21	193,43	194,69	188,53	188,24	178,87	171,36	147,54	159,01	125,11	116,15	110,44	100,01	120,24	168,53	192,81	221,6	246,78	230,26	232,84	205,29	
4/30/2022	212,28	187,78	184,09	185,92	184,69	187,78	193,81	199,6	201,93	195,47	178,22	169,97	132,29	120,41	159,66	155,58	156,09	182,66	219,15	238,49	261,01	239,45	234,83	224,32	
4/29/2022	209,04	202,72	200,98	202,45	202,21	212,86	263,71	279,35	291,98	242,8	240,02	219,67	217,94	204,36	194,84	190,93	196,96	205,09	233,55	244,06	253,88	230,26	252,09	240,08	
4/28/2022	206,7	205,64	198,75	198,53	198,01	211,88	250,8	294,96	279,34	241,38	226,48	217,08	208,7	202,23	206,69	206,43	257,72	207,85	248,4	273,99	278,29	264,83	254,33	223,28	
4/27/2022	187,85	190,07	192,46	181,6	168,01	183,24	222,7	244,56	282	238,47	214,03	199,37	192,35	204,33	196,51	197,97	201,96	206,96	223,19	259,47	257,3	252,9	230,22	207,56	
4/26/2022	220,09	214,54	208,17	203,32	206,62	224,31	249,83	273,09	281,79	250,77	235,39	205,51	229,39	211,95	210,45	229,03	197,75	205,53	239,72	274,02	232,85	165,68	172,5	160,51	
4/25/2022	195,84	200,9	213,19	203,66	200,19	210,33	232,9	265,23	270,56	249,07	242,31	230,94	212,08	202,49	197,3	203,4	195,33	208,62	243,65	265,05	273,43	258,19	246	226,74	
